Day,Verb,"Expression (EN)","Expression (KR)",Status
"Day 90",shoot,"shoot the scene",,"한글 번역 없음"
"Day 90",shoot,"shoot the target",,"한글 번역 없음"
"Day 90",shoot,"shoot the video",,"한글 번역 없음"
"Day 90",grow,"I grow rapidly",,"한글 번역 없음"
"Day 90",grow,"grow gradually",,"한글 번역 없음"
"Day 90",grow,"grow naturally",,"한글 번역 없음"
"Day 90",grow,"grow quickly",,"한글 번역 없음"
"Day 90",grow,"grow rapidly",,"한글 번역 없음"
"Day 90",grow,"grow slowly",,"한글 번역 없음"
"Day 90",grow,"grow steadily",,"한글 번역 없음"
"Day 90",grow,"grow strongly",,"한글 번역 없음"
"Day 90",beat,"I beat the game",,"한글 번역 없음"
"Day 90",beat,"beat the drum",,"한글 번역 없음"
"Day 90",beat,"beat the game",,"한글 번역 없음"
"Day 90",beat,"beat the heat",,"한글 번역 없음"
"Day 90",beat,"beat the other team",,"한글 번역 없음"
"Day 90",beat,"beat the problem",,"한글 번역 없음"
"Day 90",beat,"beat the record",,"한글 번역 없음"
"Day 90",beat,"beat the rhythm",,"한글 번역 없음"
"Day 91",talk,"I talk about the game",,"한글 번역 없음"
"Day 91",talk,"talk about the ceremony",,"한글 번역 없음"
"Day 91",talk,"talk about the exam",,"한글 번역 없음"
"Day 91",talk,"talk about the game",,"한글 번역 없음"
"Day 91",talk,"talk about the interview",,"한글 번역 없음"
"Day 91",talk,"talk about the match",,"한글 번역 없음"
"Day 91",talk,"talk about the situation",,"한글 번역 없음"
"Day 91",talk,"talk about the wedding",,"한글 번역 없음"
"Day 91",appreciate,"I appreciate the effort",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the effort",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the invitation",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the message",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the moment",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the offer",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the opportunity",,"한글 번역 없음"
"Day 91",appreciate,"appreciate the time",,"한글 번역 없음"
"Day 91",clap,"I clap for my friend",,"한글 번역 없음"
"Day 91",clap,"clap for the friend",,"한글 번역 없음"
"Day 91",clap,"clap for the player",,"한글 번역 없음"
"Day 91",clap,"clap for the singer",,"한글 번역 없음"
"Day 91",clap,"clap for the speaker",,"한글 번역 없음"
"Day 91",clap,"clap for the student",,"한글 번역 없음"
"Day 91",clap,"clap for the team",,"한글 번역 없음"
"Day 91",clap,"clap for the winner",,"한글 번역 없음"
"Day 92",be,"I am thirsty",,"한글 번역 없음"
"Day 92",be,"be clean",,"한글 번역 없음"
"Day 92",be,"be comfortable",,"한글 번역 없음"
"Day 92",be,"be cosy",,"한글 번역 없음"
"Day 92",be,"be dirty",,"한글 번역 없음"
"Day 92",be,"be messy",,"한글 번역 없음"
"Day 92",be,"be thirsty",,"한글 번역 없음"
"Day 92",be,"be uncomfortable",,"한글 번역 없음"
"Day 92",hand,"I hand out the water",,"한글 번역 없음"
"Day 92",hand,"hand out the book",,"한글 번역 없음"
"Day 92",hand,"hand out the card",,"한글 번역 없음"
"Day 92",hand,"hand out the cash",,"한글 번역 없음"
"Day 92",hand,"hand out the food",,"한글 번역 없음"
"Day 92",hand,"hand out the money",,"한글 번역 없음"
"Day 92",hand,"hand out the ticket",,"한글 번역 없음"
"Day 92",hand,"hand out the water",,"한글 번역 없음"
"Day 92",cool,"I cool the heat",,"한글 번역 없음"
"Day 92",cool,"cool the beer",,"한글 번역 없음"
"Day 92",cool,"cool the body",,"한글 번역 없음"
"Day 92",cool,"cool the can",,"한글 번역 없음"
"Day 92",cool,"cool the heat",,"한글 번역 없음"
"Day 92",cool,"cool the iron",,"한글 번역 없음"
"Day 92",cool,"cool the laptop",,"한글 번역 없음"
"Day 92",cool,"cool the machine",,"한글 번역 없음"
"Day 93",do,"I do jumping jacks",,"한글 번역 없음"
"Day 93",do,"do aerobics",,"한글 번역 없음"
"Day 93",do,"do gymnastics",,"한글 번역 없음"
"Day 93",do,"do jumping jacks",,"한글 번역 없음"
"Day 93",do,"do martial arts",,"한글 번역 없음"
"Day 93",do,"do meditation",,"한글 번역 없음"
"Day 93",do,"do pilates",,"한글 번역 없음"
"Day 93",do,"do stretching",,"한글 번역 없음"
"Day 93",hit,"I hit the ball",,"한글 번역 없음"
"Day 93",hit,"hit the ball",,"한글 번역 없음"
"Day 93",hit,"hit the bell",,"한글 번역 없음"
"Day 93",hit,"hit the drum",,"한글 번역 없음"
"Day 93",hit,"hit the mark",,"한글 번역 없음"
"Day 93",hit,"hit the target",,"한글 번역 없음"
"Day 93",hit,"hit the top",,"한글 번역 없음"
"Day 93",hit,"hit the triangle",,"한글 번역 없음"
"Day 93",take,"I take a turn",,"한글 번역 없음"
"Day 93",take,"take a curve",,"한글 번역 없음"
"Day 93",take,"take a detour",,"한글 번역 없음"
"Day 93",take,"take a left",,"한글 번역 없음"
"Day 93",take,"take a right",,"한글 번역 없음"
"Day 93",take,"take a route",,"한글 번역 없음"
"Day 93",take,"take a shortcut",,"한글 번역 없음"
"Day 93",take,"take a turn",,"한글 번역 없음"
"Day 94",wear,"I wear the gloves",,"한글 번역 없음"
"Day 94",wear,"wear the glasses",,"한글 번역 없음"
"Day 94",wear,"wear the gloves",,"한글 번역 없음"
"Day 94",wear,"wear the hat",,"한글 번역 없음"
"Day 94",wear,"wear the mask",,"한글 번역 없음"
"Day 94",wear,"wear the sandals",,"한글 번역 없음"
"Day 94",wear,"wear the shoes",,"한글 번역 없음"
"Day 94",wear,"wear the socks",,"한글 번역 없음"
"Day 94",throw,"I throw the ball",,"한글 번역 없음"
"Day 94",throw,"throw the ball",,"한글 번역 없음"
"Day 94",throw,"throw the dart",,"한글 번역 없음"
"Day 94",throw,"throw the dice",,"한글 번역 없음"
"Day 94",throw,"throw the paper",,"한글 번역 없음"
"Day 94",throw,"throw the rope",,"한글 번역 없음"
"Day 94",throw,"throw the stone",,"한글 번역 없음"
"Day 94",throw,"throw the trash",,"한글 번역 없음"
"Day 94",bounce,"I bounce the ball",,"한글 번역 없음"
"Day 94",bounce,"bounce the ball",,"한글 번역 없음"
"Day 94",bounce,"bounce the basketball",,"한글 번역 없음"
"Day 94",bounce,"bounce the body",,"한글 번역 없음"
"Day 94",bounce,"bounce the chest",,"한글 번역 없음"
"Day 94",bounce,"bounce the hips",,"한글 번역 없음"
"Day 94",bounce,"bounce the knees",,"한글 번역 없음"
"Day 94",bounce,"bounce the legs",,"한글 번역 없음"
"Day 95",bend,"I bend my knees",,"한글 번역 없음"
"Day 95",bend,"bend the arms",,"한글 번역 없음"
"Day 95",bend,"bend the back",,"한글 번역 없음"
"Day 95",bend,"bend the body",,"한글 번역 없음"
"Day 95",bend,"bend the fingers",,"한글 번역 없음"
"Day 95",bend,"bend the knees",,"한글 번역 없음"
"Day 95",bend,"bend the legs",,"한글 번역 없음"
"Day 95",bend,"bend the neck",,"한글 번역 없음"
"Day 95",respond,"I respond quickly",,"한글 번역 없음"
"Day 95",respond,"respond calmly",,"한글 번역 없음"
"Day 95",respond,"respond immediately",,"한글 번역 없음"
"Day 95",respond,"respond kindly",,"한글 번역 없음"
"Day 95",respond,"respond politely",,"한글 번역 없음"
"Day 95",respond,"respond professionally",,"한글 번역 없음"
"Day 95",respond,"respond quickly",,"한글 번역 없음"
"Day 95",respond,"respond thoughtfully",,"한글 번역 없음"
"Day 95",catch,"I catch the ball",,"한글 번역 없음"
"Day 95",catch,"catch the animal",,"한글 번역 없음"
"Day 95",catch,"catch the attention",,"한글 번역 없음"
"Day 95",catch,"catch the ball",,"한글 번역 없음"
"Day 95",catch,"catch the birds",,"한글 번역 없음"
"Day 95",catch,"catch the ear",,"한글 번역 없음"
"Day 95",catch,"catch the eye",,"한글 번역 없음"
"Day 95",catch,"catch the fish",,"한글 번역 없음"
"Day 96",hold,"I hold the rope",,"한글 번역 없음"
"Day 96",hold,"hold the bag",,"한글 번역 없음"
"Day 96",hold,"hold the door",,"한글 번역 없음"
"Day 96",hold,"hold the fork",,"한글 번역 없음"
"Day 96",hold,"hold the mic",,"한글 번역 없음"
"Day 96",hold,"hold the rope",,"한글 번역 없음"
"Day 96",hold,"hold the spoon",,"한글 번역 없음"
"Day 96",hold,"hold the toy",,"한글 번역 없음"
"Day 96",spin,"I spin the rope",,"한글 번역 없음"
"Day 96",spin,"spin the ball",,"한글 번역 없음"
"Day 96",spin,"spin the bottle",,"한글 번역 없음"
"Day 96",spin,"spin the coin",,"한글 번역 없음"
"Day 96",spin,"spin the hoop",,"한글 번역 없음"
"Day 96",spin,"spin the rope",,"한글 번역 없음"
"Day 96",spin,"spin the top",,"한글 번역 없음"
"Day 96",spin,"spin the wheel",,"한글 번역 없음"
"Day 96",jump,"I jump over the rope",,"한글 번역 없음"
"Day 96",jump,"jump over the bar",,"한글 번역 없음"
"Day 96",jump,"jump over the car",,"한글 번역 없음"
"Day 96",jump,"jump over the fence",,"한글 번역 없음"
"Day 96",jump,"jump over the hurdle",,"한글 번역 없음"
"Day 96",jump,"jump over the net",,"한글 번역 없음"
"Day 96",jump,"jump over the rope",,"한글 번역 없음"
"Day 96",jump,"jump over the wall",,"한글 번역 없음"
"Day 97",go,"I go cycling",,"한글 번역 없음"
"Day 97",go,"go climbing",,"한글 번역 없음"
"Day 97",go,"go cycling",,"한글 번역 없음"
"Day 97",go,"go jogging",,"한글 번역 없음"
"Day 97",go,"go sailing",,"한글 번역 없음"
"Day 97",go,"go skating",,"한글 번역 없음"
"Day 97",go,"go skiing",,"한글 번역 없음"
"Day 97",go,"go surfing",,"한글 번역 없음"
"Day 97",ride,"I ride my bike",,"한글 번역 없음"
"Day 97",ride,"ride the bike",,"한글 번역 없음"
"Day 97",ride,"ride the boat",,"한글 번역 없음"
"Day 97",ride,"ride the bus",,"한글 번역 없음"
"Day 97",ride,"ride the car",,"한글 번역 없음"
"Day 97",ride,"ride the horse",,"한글 번역 없음"
"Day 97",ride,"ride the subway",,"한글 번역 없음"
"Day 97",ride,"ride the train",,"한글 번역 없음"
"Day 97",keep,"I keep healthy",,"한글 번역 없음"
"Day 97",keep,"keep alert",,"한글 번역 없음"
"Day 97",keep,"keep clean",,"한글 번역 없음"
"Day 97",keep,"keep fit",,"한글 번역 없음"
"Day 97",keep,"keep happy",,"한글 번역 없음"
"Day 97",keep,"keep healthy",,"한글 번역 없음"
"Day 97",keep,"keep ready",,"한글 번역 없음"
"Day 97",keep,"keep simple",,"한글 번역 없음"
"Day 98",exercise,"I exercise regularly",,"한글 번역 없음"
"Day 98",exercise,"exercise daily",,"한글 번역 없음"
"Day 98",exercise,"exercise intensely",,"한글 번역 없음"
"Day 98",exercise,"exercise lightly",,"한글 번역 없음"
"Day 98",exercise,"exercise properly",,"한글 번역 없음"
"Day 98",exercise,"exercise regularly",,"한글 번역 없음"
"Day 98",exercise,"exercise safely",,"한글 번역 없음"
"Day 98",exercise,"exercise steadily",,"한글 번역 없음"
"Day 98",burn,"I burn the calories",,"한글 번역 없음"
"Day 98",burn,"burn the calories",,"한글 번역 없음"
"Day 98",burn,"burn the candle",,"한글 번역 없음"
"Day 98",burn,"burn the fat",,"한글 번역 없음"
"Day 98",burn,"burn the leaves",,"한글 번역 없음"
"Day 98",burn,"burn the paper",,"한글 번역 없음"
"Day 98",burn,"burn the rice",,"한글 번역 없음"
"Day 98",burn,"burn the wood",,"한글 번역 없음"
"Day 98",lose,"I lose my weight",,"한글 번역 없음"
"Day 98",lose,"lose money",,"한글 번역 없음"
"Day 98",lose,"lose the game",,"한글 번역 없음"
"Day 98",lose,"lose the job",,"한글 번역 없음"
"Day 98",lose,"lose the key",,"한글 번역 없음"
"Day 98",lose,"lose the phone",,"한글 번역 없음"
"Day 98",lose,"lose the way",,"한글 번역 없음"
"Day 98",lose,"lose weight",,"한글 번역 없음"
"Day 99",take,"I take a walk",,"한글 번역 없음"
"Day 99",take,"take a leap",,"한글 번역 없음"
"Day 99",take,"take a measure",,"한글 번역 없음"
"Day 99",take,"take a record",,"한글 번역 없음"
"Day 99",take,"take a role",,"한글 번역 없음"
"Day 99",take,"take a step",,"한글 번역 없음"
"Day 99",take,"take a stroll",,"한글 번역 없음"
"Day 99",take,"take a walk",,"한글 번역 없음"
"Day 99",stretch,"I stretch my arms",,"한글 번역 없음"
"Day 99",stretch,"stretch the arms",,"한글 번역 없음"
"Day 99",stretch,"stretch the body",,"한글 번역 없음"
"Day 99",stretch,"stretch the feet",,"한글 번역 없음"
"Day 99",stretch,"stretch the fingers",,"한글 번역 없음"
"Day 99",stretch,"stretch the hands",,"한글 번역 없음"
"Day 99",stretch,"stretch the legs",,"한글 번역 없음"
"Day 99",stretch,"stretch the neck",,"한글 번역 없음"
"Day 99",sit,"I sit on the grass",,"한글 번역 없음"
"Day 99",sit,"sit on the bench",,"한글 번역 없음"
"Day 99",sit,"sit on the bus",,"한글 번역 없음"
"Day 99",sit,"sit on the grass",,"한글 번역 없음"
"Day 99",sit,"sit on the ground",,"한글 번역 없음"
"Day 99",sit,"sit on the stairs",,"한글 번역 없음"
"Day 99",sit,"sit on the steps",,"한글 번역 없음"
"Day 99",sit,"sit on the train",,"한글 번역 없음"
"Day 100",plan,"I plan the party",,"한글 번역 없음"
"Day 100",plan,"plan the ceremony",,"한글 번역 없음"
"Day 100",plan,"plan the event",,"한글 번역 없음"
"Day 100",plan,"plan the meeting",,"한글 번역 없음"
"Day 100",plan,"plan the party",,"한글 번역 없음"
"Day 100",plan,"plan the show",,"한글 번역 없음"
"Day 100",plan,"plan the trip",,"한글 번역 없음"
"Day 100",plan,"plan the wedding",,"한글 번역 없음"
"Day 100",hide,"I hide the excitement",,"한글 번역 없음"
"Day 100",hide,"hide the body",,"한글 번역 없음"
"Day 100",hide,"hide the excitement",,"한글 번역 없음"
"Day 100",hide,"hide the face",,"한글 번역 없음"
"Day 100",hide,"hide the fact",,"한글 번역 없음"
"Day 100",hide,"hide the joy",,"한글 번역 없음"
"Day 100",hide,"hide the secret",,"한글 번역 없음"
"Day 100",hide,"hide the truth",,"한글 번역 없음"
"Day 100",prepare,"I preapre the food",,"한글 번역 없음"
"Day 100",prepare,"prepare breakfast",,"한글 번역 없음"
"Day 100",prepare,"prepare dinner",,"한글 번역 없음"
"Day 100",prepare,"prepare lunch",,"한글 번역 없음"
"Day 100",prepare,"prepare supper",,"한글 번역 없음"
"Day 100",prepare,"prepare the food",,"한글 번역 없음"
"Day 100",prepare,"prepare the meal",,"한글 번역 없음"
"Day 100",prepare,"prepare the party",,"한글 번역 없음"
"Day 101",have,"I have a party",,"한글 번역 없음"
"Day 101",have,"have a class",,"한글 번역 없음"
"Day 101",have,"have a concert",,"한글 번역 없음"
"Day 101",have,"have a game",,"한글 번역 없음"
"Day 101",have,"have a lesson",,"한글 번역 없음"
"Day 101",have,"have a party",,"한글 번역 없음"
"Day 101",have,"have a picnic",,"한글 번역 없음"
"Day 101",have,"have a show",,"한글 번역 없음"
"Day 101",invite,"I invite my friends",,"한글 번역 없음"
"Day 101",invite,"invite the artist",,"한글 번역 없음"
"Day 101",invite,"invite the fans",,"한글 번역 없음"
"Day 101",invite,"invite the friends",,"한글 번역 없음"
"Day 101",invite,"invite the player",,"한글 번역 없음"
"Day 101",invite,"invite the singer",,"한글 번역 없음"
"Day 101",invite,"invite the team",,"한글 번역 없음"
"Day 101",invite,"invite the winner",,"한글 번역 없음"
"Day 101",welcome,"I welcome the guests",,"한글 번역 없음"
"Day 101",welcome,"welcome the New Year",,"한글 번역 없음"
"Day 101",welcome,"welcome the chance",,"한글 번역 없음"
"Day 101",welcome,"welcome the customer",,"한글 번역 없음"
